operacao,custo,total,media
270,10274,2737665,10139.5
271,10275,2747940,10140.0
272,10276,2758216,10140.5
273,10277,2768493,10141.0
274,10278,2778771,10141.5
275,10279,2789050,10142.0
276,10280,2799330,10142.5
277,10281,2809611,10143.0
278,10282,2819893,10143.5
279,10283,2830176,10144.0
280,10284,2840460,10144.5
281,10285,2850745,10145.0
282,10286,2861031,10145.5
283,10287,2871318,10146.0
284,10288,2881606,10146.5
285,10289,2891895,10147.0
286,10290,2902185,10147.5
287,10291,2912476,10148.0
288,10292,2922768,10148.5
289,10293,2933061,10149.0
290,10294,2943355,10149.5
291,10295,2953650,10150.0
292,10296,2963946,10150.5
293,10297,2974243,10151.0
294,10298,2984541,10151.5
295,10299,2994840,10152.0
296,10300,3005140,10152.5
297,10301,3015441,10153.0
298,10302,3025743,10153.5
299,10303,3036046,10154.0
300,10304,3046350,10154.5
301,10305,3056655,10155.0
302,10306,3066961,10155.5
303,10307,3077268,10156.0
304,10308,3087576,10156.5
305,10309,3097885,10157.0
306,10310,3108195,10157.5
307,10311,3118506,10158.0
308,10312,3128818,10158.5
309,10313,3139131,10159.0
310,10314,3149445,10159.5
311,10315,3159760,10160.0
312,10316,3170076,10160.5
313,10317,3180393,10161.0
314,10318,3190711,10161.5
315,10319,3201030,10162.0
316,10320,3211350,10162.5
317,10321,3221671,10163.0
318,10322,3231993,10163.5
319,10323,3242316,10164.0
320,10324,3252640,10164.5
321,10325,3262965,10165.0
322,10326,3273291,10165.5
323,10327,3283618,10166.0
324,10328,3293946,10166.5
325,10329,3304275,10167.0
326,10330,3314605,10167.5
327,10331,3324936,10168.0
328,10332,3335268,10168.5
329,10333,3345601,10169.0
330,10334,3355935,10169.5
331,10335,3366270,10170.0
332,10336,3376606,10170.5
333,10337,3386943,10171.0
334,10338,3397281,10171.5
335,10339,3407620,10172.0
336,10340,3417960,10172.5
337,10341,3428301,10173.0
338,10342,3438643,10173.5
339,10343,3448986,10174.0
340,10344,3459330,10174.5
341,10345,3469675,10175.0
342,10346,3480021,10175.5
343,10347,3490368,10176.0
344,10348,3500716,10176.5
345,10349,3511065,10177.0
346,10350,3521415,10177.5
347,10351,3531766,10178.0
348,10352,3542118,10178.5
349,10353,3552471,10179.0
350,10354,3562825,10179.5
351,10355,3573180,10180.0
352,10356,3583536,10180.5
353,10357,3593893,10181.0
354,10358,3604251,10181.5
355,10359,3614610,10182.0
356,10360,3624970,10182.5
357,10361,3635331,10183.0
358,10362,3645693,10183.5
359,10363,3656056,10184.0
360,10364,3666420,10184.5
361,10365,3676785,10185.0
362,10366,3687151,10185.5
363,10367,3697518,10186.0
364,10368,3707886,10186.5
365,10369,3718255,10187.0
366,10370,3728625,10187.5
367,10371,3738996,10188.0
368,10372,3749368,10188.5
369,10373,3759741,10189.0
370,10374,3770115,10189.5
371,10375,3780490,10190.0
372,10376,3790866,10190.5
373,10377,3801243,10191.0
374,10378,3811621,10191.5
375,10379,3822000,10192.0
376,10380,3832380,10192.5
377,10381,3842761,10193.0
378,10382,3853143,10193.5
379,10383,3863526,10194.0
380,10384,3873910,10194.5
381,10385,3884295,10195.0
382,10386,3894681,10195.5
383,10387,3905068,10196.0
384,10388,3915456,10196.5
385,10389,3925845,10197.0
386,10390,3936235,10197.5
387,10391,3946626,10198.0
388,10392,3957018,10198.5
389,10393,3967411,10199.0
390,10394,3977805,10199.5
391,10395,3988200,10200.0
392,10396,3998596,10200.5
393,10397,4008993,10201.0
394,10398,4019391,10201.5
395,10399,4029790,10202.0
396,10400,4040190,10202.5
397,10401,4050591,10203.0
398,10402,4060993,10203.5
399,10403,4071396,10204.0
400,10404,4081800,10204.5
401,10405,4092205,10205.0
402,10406,4102611,10205.5
403,10407,4113018,10206.0
404,10408,4123426,10206.5
405,10409,4133835,10207.0
406,10410,4144245,10207.5
407,10411,4154656,10208.0
408,10412,4165068,10208.5
409,10413,4175481,10209.0
410,10414,4185895,10209.5
411,10415,4196310,10210.0
412,10416,4206726,10210.5
413,10417,4217143,10211.0
414,10418,4227561,10211.5
415,10419,4237980,10212.0
416,10420,4248400,10212.5
417,10421,4258821,10213.0
418,10422,4269243,10213.5
419,10423,4279666,10214.0
420,10424,4290090,10214.5
421,10425,4300515,10215.0
422,10426,4310941,10215.5
423,10427,4321368,10216.0
424,10428,4331796,10216.5
425,10429,4342225,10217.0
426,10430,4352655,10217.5
427,10431,4363086,10218.0
428,10432,4373518,10218.5
429,10433,4383951,10219.0
430,10434,4394385,10219.5
431,10435,4404820,10220.0
432,10436,4415256,10220.5
433,10437,4425693,10221.0
434,10438,4436131,10221.5
435,10439,4446570,10222.0
436,10440,4457010,10222.5
437,10441,4467451,10223.0
438,10442,4477893,10223.5
439,10443,4488336,10224.0
440,10444,4498780,10224.5
441,10445,4509225,10225.0
442,10446,4519671,10225.5
443,10447,4530118,10226.0
444,10448,4540566,10226.5
445,10449,4551015,10227.0
446,10450,4561465,10227.5
447,10451,4571916,10228.0
448,10452,4582368,10228.5
449,10453,4592821,10229.0
450,10454,4603275,10229.5
451,10455,4613730,10230.0
452,10456,4624186,10230.5
453,10457,4634643,10231.0
454,10458,4645101,10231.5
455,10459,4655560,10232.0
456,10460,4666020,10232.5
457,10461,4676481,10233.0
458,10462,4686943,10233.5
459,10463,4697406,10234.0
460,10464,4707870,10234.5
461,10465,4718335,10235.0
462,10466,4728801,10235.5
463,10467,4739268,10236.0
464,10468,4749736,10236.5
465,10469,4760205,10237.0
466,10470,4770675,10237.5
467,10471,4781146,10238.0
468,10472,4791618,10238.5
469,10473,4802091,10239.0
470,10474,4812565,10239.5
471,10475,4823040,10240.0
472,10476,4833516,10240.5
473,10477,4843993,10241.0
474,10478,4854471,10241.5
475,10479,4864950,10242.0
476,10480,4875430,10242.5
477,10481,4885911,10243.0
478,10482,4896393,10243.5
479,10483,4906876,10244.0
480,10484,4917360,10244.5
481,10485,4927845,10245.0
482,10486,4938331,10245.5
483,10487,4948818,10246.0
484,10488,4959306,10246.5
485,10489,4969795,10247.0
486,10490,4980285,10247.5
487,10491,4990776,10248.0
488,10492,5001268,10248.5
489,10493,5011761,10249.0
490,10494,5022255,10249.5
491,10495,5032750,10250.0
492,10496,5043246,10250.5
493,10497,5053743,10251.0
494,10498,5064241,10251.5
495,10499,5074740,10252.0
496,10500,5085240,10252.5
497,10501,5095741,10253.0
498,10502,5106243,10253.5
499,10503,5116746,10254.0
500,10504,5127250,10254.5
501,10505,5137755,10255.0
502,10506,5148261,10255.5
503,10507,5158768,10256.0
504,10508,5169276,10256.5
505,10509,5179785,10257.0
506,10510,5190295,10257.5
507,10511,5200806,10258.0
508,10512,5211318,10258.5
509,10513,5221831,10259.0
510,10514,5232345,10259.5
511,10515,5242860,10260.0
512,10516,5253376,10260.5
513,10517,5263893,10261.0
514,10518,5274411,10261.5
515,10519,5284930,10262.0
516,10520,5295450,10262.5
517,10521,5305971,10263.0
518,10522,5316493,10263.5
519,10523,5327016,10264.0
520,10524,5337540,10264.5
521,10525,5348065,10265.0
522,10526,5358591,10265.5
523,10527,5369118,10266.0
524,10528,5379646,10266.5
525,10529,5390175,10267.0
526,10530,5400705,10267.5
527,10531,5411236,10268.0
528,10532,5421768,10268.5
529,10533,5432301,10269.0
530,10534,5442835,10269.5
531,10535,5453370,10270.0
532,10536,5463906,10270.5
533,10537,5474443,10271.0
534,10538,5484981,10271.5
535,10539,5495520,10272.0
536,10540,5506060,10272.5
537,10541,5516601,10273.0
538,10542,5527143,10273.5
539,10543,5537686,10274.0
540,10544,5548230,10274.5
541,10545,5558775,10275.0
542,10546,5569321,10275.5
543,10547,5579868,10276.0
544,10548,5590416,10276.5
545,10549,5600965,10277.0
546,10550,5611515,10277.5
547,10551,5622066,10278.0
548,10552,5632618,10278.5
549,10553,5643171,10279.0
550,10554,5653725,10279.5
551,10555,5664280,10280.0
552,10556,5674836,10280.5
553,10557,5685393,10281.0
554,10558,5695951,10281.5
555,10559,5706510,10282.0
556,10560,5717070,10282.5
557,10561,5727631,10283.0
558,10562,5738193,10283.5
559,10563,5748756,10284.0
560,10564,5759320,10284.5
561,10565,5769885,10285.0
562,10566,5780451,10285.5
563,10567,5791018,10286.0
564,10568,5801586,10286.5
565,10569,5812155,10287.0
566,10570,5822725,10287.5
567,10571,5833296,10288.0
568,10572,5843868,10288.5
569,10573,5854441,10289.0
570,10574,5865015,10289.5
571,10575,5875590,10290.0
572,10576,5886166,10290.5
573,10577,5896743,10291.0
574,10578,5907321,10291.5
575,10579,5917900,10292.0
576,10580,5928480,10292.5
577,10581,5939061,10293.0
578,10582,5949643,10293.5
579,10583,5960226,10294.0
580,10584,5970810,10294.5
581,10585,5981395,10295.0
582,10586,5991981,10295.5
583,10587,6002568,10296.0
584,10588,6013156,10296.5
585,10589,6023745,10297.0
586,10590,6034335,10297.5
587,10591,6044926,10298.0
588,10592,6055518,10298.5
589,10593,6066111,10299.0
590,10594,6076705,10299.5
591,10595,6087300,10300.0
592,10596,6097896,10300.5
593,10597,6108493,10301.0
594,10598,6119091,10301.5
595,10599,6129690,10302.0
596,10600,6140290,10302.5
597,10601,6150891,10303.0
598,10602,6161493,10303.5
599,10603,6172096,10304.0
600,10604,6182700,10304.5
601,10605,6193305,10305.0
602,10606,6203911,10305.5
603,10607,6214518,10306.0
604,10608,6225126,10306.5
605,10609,6235735,10307.0
606,10610,6246345,10307.5
607,10611,6256956,10308.0
608,10612,6267568,10308.5
609,10613,6278181,10309.0
610,10614,6288795,10309.5
611,10615,6299410,10310.0
612,10616,6310026,10310.5
613,10617,6320643,10311.0
614,10618,6331261,10311.5
615,10619,6341880,10312.0
616,10620,6352500,10312.5
617,10621,6363121,10313.0
618,10622,6373743,10313.5
619,10623,6384366,10314.0
620,10624,6394990,10314.5
621,10625,6405615,10315.0
622,10626,6416241,10315.5
623,10627,6426868,10316.0
624,10628,6437496,10316.5
625,10629,6448125,10317.0
626,10630,6458755,10317.5
627,10631,6469386,10318.0
628,10632,6480018,10318.5
629,10633,6490651,10319.0
630,10634,6501285,10319.5
631,10635,6511920,10320.0
632,10636,6522556,10320.5
633,10637,6533193,10321.0
634,10638,6543831,10321.5
635,10639,6554470,10322.0
636,10640,6565110,10322.5
637,10641,6575751,10323.0
638,10642,6586393,10323.5
639,10643,6597036,10324.0
640,10644,6607680,10324.5
641,10645,6618325,10325.0
642,10646,6628971,10325.5
643,10647,6639618,10326.0
644,10648,6650266,10326.5
645,10649,6660915,10327.0
646,10650,6671565,10327.5
647,10651,6682216,10328.0
648,10652,6692868,10328.5
649,10653,6703521,10329.0
650,10654,6714175,10329.5
651,10655,6724830,10330.0
652,10656,6735486,10330.5
653,10657,6746143,10331.0
654,10658,6756801,10331.5
655,10659,6767460,10332.0
656,10660,6778120,10332.5
657,10661,6788781,10333.0
658,10662,6799443,10333.5
659,10663,6810106,10334.0
660,10664,6820770,10334.5
661,10665,6831435,10335.0
662,10666,6842101,10335.5
663,10667,6852768,10336.0
664,10668,6863436,10336.5
665,10669,6874105,10337.0
666,10670,6884775,10337.5
667,10671,6895446,10338.0
668,10672,6906118,10338.5
669,10673,6916791,10339.0
670,10674,6927465,10339.5
671,10675,6938140,10340.0
672,10676,6948816,10340.5
673,10677,6959493,10341.0
674,10678,6970171,10341.5
675,10679,6980850,10342.0
676,10680,6991530,10342.5
677,10681,7002211,10343.0
678,10682,7012893,10343.5
679,10683,7023576,10344.0
680,10684,7034260,10344.5
681,10685,7044945,10345.0
682,10686,7055631,10345.5
683,10687,7066318,10346.0
684,10688,7077006,10346.5
685,10689,7087695,10347.0
686,10690,7098385,10347.5
687,10691,7109076,10348.0
688,10692,7119768,10348.5
689,10693,7130461,10349.0
690,10694,7141155,10349.5
691,10695,7151850,10350.0
692,10696,7162546,10350.5
693,10697,7173243,10351.0
694,10698,7183941,10351.5
695,10699,7194640,10352.0
696,10700,7205340,10352.5
697,10701,7216041,10353.0
698,10702,7226743,10353.5
699,10703,7237446,10354.0
700,10704,7248150,10354.5
701,10705,7258855,10355.0
702,10706,7269561,10355.5
703,10707,7280268,10356.0
704,10708,7290976,10356.5
705,10709,7301685,10357.0
706,10710,7312395,10357.5
707,10711,7323106,10358.0
708,10712,7333818,10358.5
709,10713,7344531,10359.0
710,10714,7355245,10359.5
711,10715,7365960,10360.0
712,10716,7376676,10360.5
713,10717,7387393,10361.0
714,10718,7398111,10361.5
715,10719,7408830,10362.0
716,10720,7419550,10362.5
717,10721,7430271,10363.0
718,10722,7440993,10363.5
719,10723,7451716,10364.0
720,10724,7462440,10364.5
721,10725,7473165,10365.0
722,10726,7483891,10365.5
723,10727,7494618,10366.0
724,10728,7505346,10366.5
725,10729,7516075,10367.0
726,10730,7526805,10367.5
727,10731,7537536,10368.0
728,10732,7548268,10368.5
729,10733,7559001,10369.0
730,10734,7569735,10369.5
731,10735,7580470,10370.0
732,10736,7591206,10370.5
733,10737,7601943,10371.0
734,10738,7612681,10371.5
735,10739,7623420,10372.0
736,10740,7634160,10372.5
737,10741,7644901,10373.0
738,10742,7655643,10373.5
739,10743,7666386,10374.0
740,10744,7677130,10374.5
741,10745,7687875,10375.0
742,10746,7698621,10375.5
743,10747,7709368,10376.0
744,10748,7720116,10376.5
745,10749,7730865,10377.0
746,10750,7741615,10377.5
747,10751,7752366,10378.0
748,10752,7763118,10378.5
749,10753,7773871,10379.0
750,10754,7784625,10379.5
751,10755,7795380,10380.0
752,10756,7806136,10380.5
753,10757,7816893,10381.0
754,10758,7827651,10381.5
755,10759,7838410,10382.0
756,10760,7849170,10382.5
757,10761,7859931,10383.0
758,10762,7870693,10383.5
759,10763,7881456,10384.0
760,10764,7892220,10384.5
761,10765,7902985,10385.0
762,10766,7913751,10385.5
763,10767,7924518,10386.0
764,10768,7935286,10386.5
765,10769,7946055,10387.0
766,10770,7956825,10387.5
767,10771,7967596,10388.0
768,10772,7978368,10388.5
769,10773,7989141,10389.0
770,10774,7999915,10389.5
771,10775,8010690,10390.0
772,10776,8021466,10390.5
773,10777,8032243,10391.0
774,10778,8043021,10391.5
775,10779,8053800,10392.0
776,10780,8064580,10392.5
777,10781,8075361,10393.0
778,10782,8086143,10393.5
779,10783,8096926,10394.0
780,10784,8107710,10394.5
781,10785,8118495,10395.0
782,10786,8129281,10395.5
783,10787,8140068,10396.0
784,10788,8150856,10396.5
785,10789,8161645,10397.0
786,10790,8172435,10397.5
787,10791,8183226,10398.0
788,10792,8194018,10398.5
789,10793,8204811,10399.0
790,10794,8215605,10399.5
791,10795,8226400,10400.0
792,10796,8237196,10400.5
793,10797,8247993,10401.0
794,10798,8258791,10401.5
795,10799,8269590,10402.0
796,10800,8280390,10402.5
797,10801,8291191,10403.0
798,10802,8301993,10403.5
799,10803,8312796,10404.0
800,10804,8323600,10404.5
801,10805,8334405,10405.0
802,10806,8345211,10405.5
803,10807,8356018,10406.0
804,10808,8366826,10406.5
805,10809,8377635,10407.0
806,10810,8388445,10407.5
807,10811,8399256,10408.0
808,10812,8410068,10408.5
809,10813,8420881,10409.0
810,10814,8431695,10409.5
811,10815,8442510,10410.0
812,10816,8453326,10410.5
813,10817,8464143,10411.0
814,10818,8474961,10411.5
815,10819,8485780,10412.0
816,10820,8496600,10412.5
817,10821,8507421,10413.0
818,10822,8518243,10413.5
819,10823,8529066,10414.0
820,10824,8539890,10414.5
821,10825,8550715,10415.0
822,10826,8561541,10415.5
823,10827,8572368,10416.0
824,10828,8583196,10416.5
825,10829,8594025,10417.0
826,10830,8604855,10417.5
827,10831,8615686,10418.0
828,10832,8626518,10418.5
829,10833,8637351,10419.0
830,10834,8648185,10419.5
831,10835,8659020,10420.0
832,10836,8669856,10420.5
833,10837,8680693,10421.0
834,10838,8691531,10421.5
835,10839,8702370,10422.0
836,10840,8713210,10422.5
837,10841,8724051,10423.0
838,10842,8734893,10423.5
839,10843,8745736,10424.0
840,10844,8756580,10424.5
841,10845,8767425,10425.0
842,10846,8778271,10425.5
843,10847,8789118,10426.0
844,10848,8799966,10426.5
845,10849,8810815,10427.0
846,10850,8821665,10427.5
847,10851,8832516,10428.0
848,10852,8843368,10428.5
849,10853,8854221,10429.0
850,10854,8865075,10429.5
851,10855,8875930,10430.0
852,10856,8886786,10430.5
853,10857,8897643,10431.0
854,10858,8908501,10431.5
855,10859,8919360,10432.0
856,10860,8930220,10432.5
857,10861,8941081,10433.0
858,10862,8951943,10433.5
859,10863,8962806,10434.0
860,10864,8973670,10434.5
861,10865,8984535,10435.0
862,10866,8995401,10435.5
863,10867,9006268,10436.0
864,10868,9017136,10436.5
865,10869,9028005,10437.0
866,10870,9038875,10437.5
867,10871,9049746,10438.0
868,10872,9060618,10438.5
869,10873,9071491,10439.0
870,10874,9082365,10439.5
871,10875,9093240,10440.0
872,10876,9104116,10440.5
873,10877,9114993,10441.0
874,10878,9125871,10441.5
875,10879,9136750,10442.0
876,10880,9147630,10442.5
877,10881,9158511,10443.0
878,10882,9169393,10443.5
879,10883,9180276,10444.0
880,10884,9191160,10444.5
881,10885,9202045,10445.0
882,10886,9212931,10445.5
883,10887,9223818,10446.0
884,10888,9234706,10446.5
885,10889,9245595,10447.0
886,10890,9256485,10447.5
887,10891,9267376,10448.0
888,10892,9278268,10448.5
889,10893,9289161,10449.0
890,10894,9300055,10449.5
891,10895,9310950,10450.0
892,10896,9321846,10450.5
893,10897,9332743,10451.0
894,10898,9343641,10451.5
895,10899,9354540,10452.0
896,10900,9365440,10452.5
897,10901,9376341,10453.0
898,10902,9387243,10453.5
899,10903,9398146,10454.0
900,10904,9409050,10454.5
901,10905,9419955,10455.0
902,10906,9430861,10455.5
903,10907,9441768,10456.0
904,10908,9452676,10456.5
905,10909,9463585,10457.0
906,10910,9474495,10457.5
907,10911,9485406,10458.0
908,10912,9496318,10458.5
909,10913,9507231,10459.0
910,10914,9518145,10459.5
911,10915,9529060,10460.0
912,10916,9539976,10460.5
913,10917,9550893,10461.0
914,10918,9561811,10461.5
915,10919,9572730,10462.0
916,10920,9583650,10462.5
917,10921,9594571,10463.0
918,10922,9605493,10463.5
919,10923,9616416,10464.0
920,10924,9627340,10464.5
921,10925,9638265,10465.0
922,10926,9649191,10465.5
923,10927,9660118,10466.0
924,10928,9671046,10466.5
925,10929,9681975,10467.0
926,10930,9692905,10467.5
927,10931,9703836,10468.0
928,10932,9714768,10468.5
929,10933,9725701,10469.0
930,10934,9736635,10469.5
931,10935,9747570,10470.0
932,10936,9758506,10470.5
933,10937,9769443,10471.0
934,10938,9780381,10471.5
935,10939,9791320,10472.0
936,10940,9802260,10472.5
937,10941,9813201,10473.0
938,10942,9824143,10473.5
939,10943,9835086,10474.0
940,10944,9846030,10474.5
941,10945,9856975,10475.0
942,10946,9867921,10475.5
943,10947,9878868,10476.0
944,10948,9889816,10476.5
945,10949,9900765,10477.0
946,10950,9911715,10477.5
947,10951,9922666,10478.0
948,10952,9933618,10478.5
949,10953,9944571,10479.0
950,10954,9955525,10479.5
951,10955,9966480,10480.0
952,10956,9977436,10480.5
953,10957,9988393,10481.0
954,10958,9999351,10481.5
955,10959,10010310,10482.0
956,10960,10021270,10482.5
957,10961,10032231,10483.0
958,10962,10043193,10483.5
959,10963,10054156,10484.0
960,10964,10065120,10484.5
961,10965,10076085,10485.0
962,10966,10087051,10485.5
963,10967,10098018,10486.0
964,10968,10108986,10486.5
965,10969,10119955,10487.0
966,10970,10130925,10487.5
967,10971,10141896,10488.0
968,10972,10152868,10488.5
969,10973,10163841,10489.0
970,10974,10174815,10489.5
971,10975,10185790,10490.0
972,10976,10196766,10490.5
973,10977,10207743,10491.0
974,10978,10218721,10491.5
975,10979,10229700,10492.0
976,10980,10240680,10492.5
977,10981,10251661,10493.0
978,10982,10262643,10493.5
979,10983,10273626,10494.0
980,10984,10284610,10494.5
981,10985,10295595,10495.0
982,10986,10306581,10495.5
983,10987,10317568,10496.0
984,10988,10328556,10496.5
985,10989,10339545,10497.0
986,10990,10350535,10497.5
987,10991,10361526,10498.0
988,10992,10372518,10498.5
989,10993,10383511,10499.0
990,10994,10394505,10499.5
991,10995,10405500,10500.0
992,10996,10416496,10500.5
993,10997,10427493,10501.0
994,10998,10438491,10501.5
995,10999,10449490,10502.0
996,11000,10460490,10502.5
997,11001,10471491,10503.0
998,11002,10482493,10503.5
999,11003,10493496,10504.0
1000,11004,10504500,10504.5
1001,11005,10515505,10505.0
1002,11006,10526511,10505.5
1003,11007,10537518,10506.0
1004,11008,10548526,10506.5
1005,11009,10559535,10507.0
